Date,Infected,binary_score (1:good   0: bad)
2021-05-08,7239.0,0.0
2021-05-08,7239.0,1.0
2021-05-08,7239.0,0.0
2021-05-08,7239.0,0.0
2021-05-09,6491.0,0.0
2021-05-09,6491.0,0.0
2021-05-09,6491.0,0.0
2021-05-10,4925.0,0.0
2021-05-10,4925.0,0.0
2021-05-10,4925.0,0.0
2021-05-10,4925.0,1.0
2021-05-11,6237.0,1.0
2021-05-11,6237.0,0.0
2021-05-11,6237.0,0.0
2021-05-11,6237.0,0.0
2021-05-11,6237.0,0.0
2021-05-11,6237.0,0.0
2021-05-11,6237.0,0.0
2021-05-11,6237.0,0.0
2021-05-12,7057.0,0.0
2021-05-12,7057.0,0.0
2021-05-12,7057.0,0.0
2021-05-12,7057.0,1.0
2021-05-12,7057.0,0.0
2021-05-13,6866.0,0.0
2021-05-13,6866.0,0.0
2021-05-13,6866.0,0.0
2021-05-13,6866.0,1.0
2021-05-13,6866.0,1.0
2021-05-13,6866.0,0.0
2021-05-13,6866.0,1.0
2021-05-13,6866.0,0.0
2021-05-13,6866.0,1.0
2021-05-13,6866.0,0.0
2021-05-14,6269.0,0.0
2021-05-14,6269.0,0.0
2021-05-14,6269.0,0.0
2021-05-14,6269.0,0.0
2021-05-15,6420.0,0.0
2021-05-15,6420.0,0.0
2021-05-15,6420.0,0.0
2021-05-16,5247.0,0.0
2021-05-16,5247.0,0.0
2021-05-16,5247.0,0.0
2021-05-17,3676.0,0.0
2021-05-17,3676.0,0.0
2021-05-17,3676.0,1.0
2021-05-17,3676.0,0.0
2021-05-18,5228.0,0.0
2021-05-18,5228.0,1.0
2021-05-18,5228.0,1.0
2021-05-18,5228.0,0.0
2021-05-19,5811.0,0.0
2021-05-19,5811.0,1.0
2021-05-19,5811.0,0.0
2021-05-20,5711.0,1.0
2021-05-20,5711.0,0.0
2021-05-20,5711.0,0.0
2021-05-20,5711.0,0.0
2021-05-20,5711.0,0.0
2021-05-21,5250.0,0.0
2021-05-21,5250.0,0.0
2021-05-21,5250.0,0.0
2021-05-21,5250.0,1.0
2021-05-21,5250.0,1.0
2021-05-21,5250.0,0.0
2021-05-22,5034.0,0.0
2021-05-22,5034.0,0.0
2021-05-22,5034.0,0.0
2021-05-23,4035.0,0.0
2021-05-23,4035.0,0.0
2021-05-23,4035.0,0.0
2021-05-24,2711.0,1.0
2021-05-24,2711.0,1.0
2021-05-24,2711.0,1.0
2021-05-24,2711.0,0.0
2021-05-25,3896.0,1.0
2021-05-25,3896.0,0.0
2021-05-25,3896.0,1.0
2021-05-25,3896.0,1.0
2021-05-25,3896.0,1.0
2021-05-25,3896.0,1.0
2021-05-25,3896.0,0.0
2021-05-25,3896.0,1.0
2021-05-26,4526.0,0.0
2021-05-26,4526.0,1.0
2021-05-26,4526.0,0.0
2021-05-27,4131.0,0.0
2021-05-27,4131.0,0.0
2021-05-27,4131.0,1.0
2021-05-27,4131.0,1.0
2021-05-27,4131.0,0.0
2021-05-28,3706.0,0.0
2021-05-28,3706.0,0.0
2021-05-28,3706.0,1.0
2021-05-28,3706.0,0.0
2021-05-28,3706.0,1.0
2021-05-29,3587.0,0.0
2021-05-29,3587.0,0.0
2021-05-29,3587.0,0.0
2021-05-29,3587.0,0.0
2021-05-30,2876.0,0.0
2021-05-30,2876.0,0.0
2021-05-30,2876.0,1.0
2021-05-30,2876.0,0.0
2021-05-31,1786.0,1.0
2021-05-31,1786.0,0.0
2021-05-31,1786.0,1.0
2021-06-01,2640.0,1.0
2021-06-01,2640.0,0.0
2021-06-01,2640.0,1.0
2021-06-01,2640.0,1.0
2021-06-01,2640.0,0.0
2021-06-01,2640.0,0.0
2021-06-02,3031.0,0.0
2021-06-02,3031.0,1.0
2021-06-02,3031.0,1.0
2021-06-02,3031.0,1.0
2021-06-02,3031.0,1.0
2021-06-02,3031.0,1.0
2021-06-02,3031.0,0.0
2021-06-02,3031.0,1.0
2021-06-02,3031.0,1.0
2021-06-02,3031.0,0.0
2021-06-02,3031.0,1.0
2021-06-03,2825.0,0.0
2021-06-03,2825.0,0.0
2021-06-03,2825.0,0.0
2021-06-03,2825.0,0.0
2021-06-04,2586.0,1.0
2021-06-04,2586.0,0.0
2021-06-05,2648.0,0.0
2021-06-05,2648.0,0.0
2021-06-06,2017.0,0.0
2021-06-06,2017.0,0.0
2021-06-06,2017.0,1.0
2021-06-07,1276.0,0.0
2021-06-07,1276.0,1.0
2021-06-07,1276.0,1.0
2021-06-07,1276.0,0.0
2021-06-08,1883.0,0.0
2021-06-08,1883.0,1.0
2021-06-08,1883.0,0.0
2021-06-09,2224.0,1.0
2021-06-09,2224.0,1.0
2021-06-09,2224.0,1.0
2021-06-09,2224.0,1.0
2021-06-09,2224.0,1.0
2021-06-09,2224.0,0.0
2021-06-10,2044.0,0.0
2021-06-10,2044.0,0.0
2021-06-10,2044.0,0.0
2021-06-10,2044.0,0.0
2021-06-10,2044.0,0.0
2021-06-10,2044.0,0.0
2021-06-10,2044.0,0.0
2021-06-11,1934.0,0.0
2021-06-11,1934.0,0.0
2021-06-11,1934.0,0.0
2021-06-11,1934.0,0.0
2021-06-11,1934.0,0.0
2021-06-12,1941.0,0.0
2021-06-12,1941.0,0.0
2021-06-13,1384.0,0.0
2021-06-13,1384.0,0.0
2021-06-13,1384.0,0.0
2021-06-14,930.0,0.0
2021-06-14,930.0,0.0
2021-06-14,930.0,0.0
2021-06-15,1418.0,0.0
2021-06-15,1418.0,0.0
2021-06-15,1418.0,0.0
2021-06-16,1697.0,0.0
2021-06-16,1697.0,0.0
2021-06-17,1550.0,0.0
2021-06-17,1550.0,0.0
2021-06-18,1619.0,0.0
2021-06-18,1619.0,0.0
2021-06-18,1619.0,0.0
2021-06-19,1509.0,0.0
2021-06-19,1509.0,0.0
2021-06-19,1509.0,0.0
2021-06-20,1304.0,0.0
2021-06-20,1304.0,0.0
2021-06-21,864.0,0.0
2021-06-21,864.0,0.0
2021-06-21,864.0,0.0
2021-06-22,1432.0,0.0
2021-06-22,1432.0,0.0
2021-06-22,1432.0,0.0
2021-06-22,1432.0,0.0
2021-06-22,1432.0,0.0
2021-06-22,1432.0,0.0
2021-06-23,1775.0,0.0
2021-06-23,1775.0,0.0
2021-06-24,1669.0,0.0
2021-06-24,1669.0,0.0
2021-06-24,1669.0,0.0
2021-06-24,1669.0,0.0
2021-06-24,1669.0,0.0
2021-06-24,1669.0,0.0
2021-06-24,1669.0,0.0
2021-06-25,1705.0,0.0
2021-06-25,1705.0,0.0
2021-06-26,1619.0,0.0
2021-06-26,1619.0,0.0
2021-06-26,1619.0,0.0
2021-06-27,1280.0,0.0
2021-06-27,1280.0,0.0
2021-06-27,1280.0,0.0
2021-06-28,989.0,0.0
2021-06-28,989.0,0.0
2021-06-28,989.0,0.0
2021-06-28,989.0,0.0
2021-06-28,989.0,0.0
2021-06-28,989.0,0.0
2021-06-28,989.0,0.0
2021-06-29,1376.0,0.0
2021-06-29,1376.0,0.0
2021-06-30,1810.0,0.0
2021-06-30,1810.0,0.0
2021-06-30,1810.0,0.0
2021-06-30,1810.0,0.0
2021-06-30,1810.0,1.0
2021-06-30,1810.0,0.0
2021-07-01,1741.0,0.0
2021-07-01,1741.0,0.0
2021-07-01,1741.0,0.0
2021-07-02,1773.0,0.0
2021-07-02,1773.0,0.0
2021-07-02,1773.0,0.0
2021-07-02,1773.0,0.0
2021-07-03,1864.0,0.0
2021-07-03,1864.0,0.0
2021-07-03,1864.0,0.0
2021-07-04,1479.0,0.0
2021-07-04,1479.0,0.0
2021-07-04,1479.0,0.0
2021-07-05,1021.0,0.0
2021-07-05,1021.0,0.0
2021-07-06,1658.0,0.0
2021-07-06,1658.0,0.0
2021-07-07,2181.0,0.0
2021-07-07,2181.0,0.0
2021-07-07,2181.0,0.0
2021-07-07,2181.0,1.0
2021-07-07,2181.0,0.0
2021-07-07,2181.0,0.0
2021-07-07,2181.0,0.0
2021-07-08,2239.0,0.0
2021-07-08,2239.0,0.0
2021-07-08,2239.0,0.0
2021-07-08,2239.0,0.0
2021-07-08,2239.0,1.0
2021-07-08,2239.0,0.0
2021-07-09,2259.0,0.0
2021-07-09,2259.0,0.0
2021-07-10,2452.0,0.0
2021-07-10,2452.0,0.0
2021-07-10,2452.0,0.0
2021-07-10,2452.0,0.0
2021-07-11,2021.0,0.0
2021-07-11,2021.0,0.0
2021-07-12,1491.0,0.0
2021-07-12,1491.0,0.0
2021-07-13,2377.0,0.0
2021-07-13,2377.0,0.0
2021-07-13,2377.0,0.0
2021-07-13,2377.0,0.0
2021-07-14,3170.0,0.0
2021-07-14,3170.0,0.0
2021-07-14,3170.0,0.0
2021-07-14,3170.0,0.0
2021-07-15,3408.0,0.0
2021-07-15,3408.0,0.0
2021-07-15,3408.0,0.0
2021-07-16,3419.0,0.0
2021-07-16,3419.0,0.0
2021-07-16,3419.0,0.0
2021-07-17,3871.0,0.0
2021-07-17,3871.0,0.0
2021-07-17,3871.0,0.0
2021-07-17,3871.0,0.0
2021-07-17,3871.0,0.0
2021-07-17,3871.0,0.0
2021-07-17,3871.0,0.0
2021-07-18,3093.0,0.0
2021-07-18,3093.0,0.0
2021-07-19,2318.0,0.0
2021-07-19,2318.0,0.0
2021-07-19,2318.0,0.0
2021-07-19,2318.0,0.0
2021-07-19,2318.0,0.0
2021-07-19,2318.0,0.0
2021-07-20,3743.0,0.0
2021-07-20,3743.0,0.0
2021-07-20,3743.0,0.0
2021-07-21,4933.0,0.0
2021-07-21,4933.0,0.0
2021-07-22,5386.0,0.0
2021-07-22,5386.0,0.0
2021-07-22,5386.0,0.0
2021-07-22,5386.0,0.0
2021-07-22,5386.0,0.0
2021-07-23,4204.0,0.0
2021-07-23,4204.0,0.0
2021-07-24,3576.0,1.0
2021-07-24,3576.0,0.0
2021-07-25,5008.0,0.0
2021-07-25,5008.0,0.0
2021-07-26,4659.0,0.0
2021-07-26,4659.0,0.0
2021-07-26,4659.0,0.0
2021-07-26,4659.0,0.0
2021-07-26,4659.0,0.0
2021-07-27,7619.0,0.0
2021-07-27,7619.0,0.0
2021-07-28,9568.0,0.0
2021-07-28,9568.0,0.0
2021-07-28,9568.0,0.0
2021-07-28,9568.0,0.0
2021-07-28,9568.0,0.0
2021-07-29,10687.0,0.0
2021-07-29,10687.0,0.0
2021-07-30,10728.0,0.0
2021-07-30,10728.0,0.0
2021-07-30,10728.0,0.0
2021-07-30,10728.0,0.0
2021-07-30,10728.0,0.0
2021-07-30,10728.0,0.0
2021-07-30,10728.0,0.0
2021-07-30,10728.0,0.0
2021-07-31,12328.0,0.0
2021-07-31,12328.0,0.0
2021-07-31,12328.0,0.0
2021-08-01,10160.0,0.0
2021-08-01,10160.0,0.0
2021-08-02,8324.0,0.0
2021-08-02,8324.0,0.0
2021-08-03,12061.0,0.0
2021-08-03,12061.0,0.0
2021-08-03,12061.0,0.0
2021-08-03,12061.0,0.0
2021-08-03,12061.0,0.0
2021-08-03,12061.0,0.0
2021-08-04,14204.0,0.0
2021-08-04,14204.0,0.0
2021-08-04,14204.0,0.0
2021-08-04,14204.0,0.0
2021-08-05,15247.0,0.0
2021-08-05,15247.0,0.0
2021-08-05,15247.0,0.0
2021-08-05,15247.0,0.0
2021-08-05,15247.0,0.0
2021-08-05,15247.0,0.0
2021-08-06,15624.0,0.0
2021-08-06,15624.0,0.0
2021-08-06,15624.0,0.0
2021-08-07,15740.0,0.0
2021-08-07,15740.0,0.0
2021-08-08,14457.0,0.0
2021-08-08,14457.0,0.0
2021-08-09,12053.0,0.0
2021-08-09,12053.0,0.0
2021-08-09,12053.0,0.0
2021-08-10,10566.0,0.0
2021-08-10,10566.0,0.0
2021-08-11,15769.0,0.0
2021-08-11,15769.0,0.0
2021-08-11,15769.0,0.0
2021-08-12,18893.0,0.0
2021-08-12,18893.0,0.0
2021-08-12,18893.0,0.0
2021-08-12,18893.0,0.0
2021-08-12,18893.0,0.0
2021-08-13,20357.0,0.0
2021-08-13,20357.0,0.0
2021-08-13,20357.0,0.0
2021-08-13,20357.0,0.0
2021-08-14,20132.0,0.0
2021-08-14,20132.0,0.0
2021-08-14,20132.0,0.0
2021-08-15,17826.0,0.0
2021-08-15,17826.0,0.0
2021-08-16,14826.0,0.0
2021-08-16,14826.0,0.0
2021-08-16,14826.0,0.0
2021-08-16,14826.0,0.0
2021-08-16,14826.0,0.0
2021-08-16,14826.0,0.0
2021-08-16,14826.0,0.0
2021-08-17,19948.0,0.0
2021-08-17,19948.0,0.0
2021-08-17,19948.0,0.0
2021-08-17,19948.0,1.0
2021-08-17,19948.0,0.0
2021-08-18,23909.0,0.0
2021-08-18,23909.0,0.0
2021-08-18,23909.0,0.0
2021-08-18,23909.0,0.0
2021-08-18,23909.0,0.0
2021-08-18,23909.0,0.0
2021-08-18,23909.0,0.0
2021-08-19,25144.0,0.0
2021-08-19,25144.0,0.0
2021-08-19,25144.0,0.0
2021-08-19,25144.0,0.0
2021-08-19,25144.0,0.0
2021-08-19,25144.0,0.0
2021-08-20,25858.0,0.0
2021-08-20,25858.0,0.0
2021-08-20,25858.0,0.0
2021-08-20,25858.0,0.0
2021-08-20,25858.0,0.0
2021-08-20,25858.0,0.0
2021-08-21,25461.0,0.0
2021-08-21,25461.0,0.0
