Temperature of Tokyo,,,
Date,Average(deg C),High(deg C),Low(deg C)
2018/1/20,6.3,10.1,4.3
2018/1/21,7,12,2.3
2018/1/22,1.7,5.3,-0.5
2018/1/23,3.7,10,-0.7
2018/1/24,2.2,7.3,-1.8
2018/1/25,0,4,-4
2018/1/26,0.5,5.1,-3.1
2018/1/27,2.6,7.3,-1.8
2018/1/28,1.7,5.5,-0.8
2018/1/29,3.7,9.7,-1.9
2018/1/30,3.3,6.6,0.8
2018/1/31,3.9,9.2,-1
2018/2/1,3,6.3,0.6
2018/2/2,1.9,3.8,0.5
2018/2/3,4.5,7.8,1.6
2018/2/4,5.4,9.8,1.9
2018/2/5,4.3,8.1,0.5
2018/2/6,3.3,8.2,-1.6
2018/2/7,3.4,9.1,-1.8
2018/2/8,3.6,9.2,-0.7
2018/2/9,4.2,9.5,-1.4
2018/2/10,7,11.9,0.3
2018/2/11,8.5,14.9,4.2
2018/2/12,4.4,9.7,-0.7
2018/2/13,3.9,9.7,-1.2
2018/2/14,6,11,-0.2
2018/2/15,9.6,15.1,5.5
2018/2/16,6.3,10,3.4
2018/2/17,5.8,12.3,0.6
2018/2/18,3.5,9.8,-1.8
2018/2/19,5.7,10.7,1.5
2018/2/20,7.5,12.4,3.2
2018/2/21,5.9,8.6,3.5
2018/2/22,2.7,5.7,1.5
2018/2/23,3.7,8.1,1.8
2018/2/24,7.4,14.4,0.5
2018/2/25,5.6,8.9,2.9
2018/2/26,6,10.9,3.9
2018/2/27,7.7,12.8,3.9
2018/2/28,9.1,14.7,3.3
2018/3/1,12.4,20.3,6.7
2018/3/2,9.4,14.4,5.4
2018/3/3,9.7,16.2,3.2
2018/3/4,13.9,21.2,5.8
2018/3/5,15.6,19.9,9.7
2018/3/6,8.3,12.5,4.4
2018/3/7,5.2,8.3,2.8
2018/3/8,5.9,9.8,3.6
2018/3/9,11.6,17.5,6.4
2018/3/10,7.3,11.8,4.4
2018/3/11,9.2,16.1,5.5
2018/3/12,9.9,15.9,5.2
2018/3/13,11.6,17.5,5.3
2018/3/14,14.3,21.5,7.2
2018/3/15,15.9,22.1,9
2018/3/16,13.2,17.5,5.7
2018/3/17,7.4,12.1,3.1
2018/3/18,11.3,15.8,5.4
2018/3/19,13,18,8.7
2018/3/20,8.4,11.1,6.5
2018/3/21,3.8,6.6,1.7
2018/3/22,9.5,14.5,4.1
2018/3/23,11.9,18.8,7.8
2018/3/24,11.3,16.8,7.1
2018/3/25,13,19.3,6.6
2018/3/26,14.1,21.8,8.2
2018/3/27,15.7,22.1,10.1
2018/3/28,17.2,22.9,11.1
2018/3/29,18.1,24.2,12.4
2018/3/30,13.8,18.4,9.6
2018/3/31,13.4,18.1,8.3
2018/4/1,16,21.9,9.6
2018/4/2,17.9,24.5,12.3
2018/4/3,17.9,23.4,14.3
2018/4/4,20.1,26.2,14.7
2018/4/5,13.3,15.3,11.6
2018/4/6,18.1,22.4,11.6
2018/4/7,16.2,21.8,10.2
2018/4/8,11.9,16.8,7.2
2018/4/9,13.7,19.9,5.5
2018/4/10,13.6,19.1,8
2018/4/11,17.6,21.9,12.4
2018/4/12,19.1,25.9,13.9
2018/4/13,15.5,20.9,11.9
2018/4/14,15.2,18.8,11.4
2018/4/15,17.9,22.1,13.5
2018/4/16,14.7,20,11.7
2018/4/17,12.7,15,11
2018/4/18,12.7,16,10.4
2018/4/19,16.2,22.2,10.2
2018/4/20,18.7,26.4,12.3
2018/4/21,18.9,26,12.8
2018/4/22,20.5,28.3,13.9
2018/4/23,16.5,18.7,15.1
2018/4/24,18,21.3,15.4
2018/4/25,19,22.5,16.6
2018/4/26,18.9,25,14.8
2018/4/27,18.5,22,15.1
2018/4/28,20.1,26.1,15.2
2018/4/29,20.1,25.6,14
2018/4/30,20.8,25.7,16.7
2018/5/1,22.3,28.1,16.7
2018/5/2,20.4,25.3,17.1
2018/5/3,21.9,27.4,16.8
2018/5/4,18,23.8,13.2
2018/5/5,18.3,24.3,11.5
2018/5/6,21,26.5,14.4
2018/5/7,17.9,21.6,13.9
2018/5/8,12.9,14.6,11.4
2018/5/9,12.1,14.3,10.3
2018/5/10,12.1,15.8,10
2018/5/11,16.4,22.4,9
2018/5/12,18.8,24.6,12.9
2018/5/13,17.9,21.4,14.6
2018/5/14,21.1,28.6,15.2
2018/5/15,22.3,28.4,14.8
2018/5/16,23.5,29,18.8
2018/5/17,24,28.4,21.4
2018/5/18,23.4,27.1,20
2018/5/19,21.5,26.3,15.3
2018/5/20,16.8,22.1,13.1
2018/5/21,20.3,27.2,13.7
2018/5/22,21,27.3,15
2018/5/23,18.6,22,17
2018/5/24,20.7,25.7,16.1
2018/5/25,22.8,27.1,18.7
2018/5/26,21.4,25.2,18
2018/5/27,21.3,26.9,16.2
2018/5/28,21.6,26,18.8
2018/5/29,23,27.6,19.3
2018/5/30,21.1,25,17.4
2018/5/31,19.5,22,16.5
2018/6/1,21.7,27.5,17.3
2018/6/2,21.9,27.2,16.9
2018/6/3,22.5,28.6,17.3
2018/6/4,23.5,29.1,18.5
2018/6/5,23.2,28.3,18.2
2018/6/6,20.3,22.8,18.3
2018/6/7,22.2,27.3,18.2
2018/6/8,23.7,27.5,19.3
2018/6/9,25.7,32,21.2
2018/6/10,20,22,18.6
2018/6/11,18.9,19.9,18.1
2018/6/12,20.5,26.4,17.8
2018/6/13,21.5,27,18.3
2018/6/14,20.6,25.2,18.6
2018/6/15,17.6,20,15.4
2018/6/16,15.9,18.4,14.2
2018/6/17,18.7,22.5,15.1
2018/6/18,19.4,21.2,17.7
2018/6/19,22.7,28.8,18.2
2018/6/20,20.8,21.7,19.4
2018/6/21,21.2,24.4,19
2018/6/22,23.1,28.1,19.4
2018/6/23,20.6,23,17.9
2018/6/24,21.3,27,18.4
2018/6/25,26.2,32.6,19.7
2018/6/26,25.7,30.1,22.3
2018/6/27,27.7,31.7,24.9
2018/6/28,27.4,31.9,25.2
2018/6/29,28.2,32.9,25.4
2018/6/30,28.6,32.7,25.2
2018/7/1,28.1,32,25.4
2018/7/2,28.8,33.5,24
2018/7/3,28.4,32.7,25.6
2018/7/4,27.6,31.2,25.5
2018/7/5,26.7,28.7,24.8
2018/7/6,21.7,25,19.1
2018/7/7,25,29.6,19.3
2018/7/8,27.4,32.2,24.5
2018/7/9,27.3,31.6,24.2
2018/7/10,28.5,32.8,25.4
2018/7/11,29,34.2,25.2
2018/7/12,26.6,30,23.1
2018/7/13,29.1,33.8,25.5
2018/7/14,30.1,35.4,26.2
2018/7/15,29.7,34.5,26.3
2018/7/16,29.9,34.4,26.3
2018/7/17,29.9,34.8,26.9
2018/7/18,30.5,35.3,26.7
2018/7/19,29.9,34.8,26.6
2018/7/20,29.9,34.2,27
2018/7/21,30.5,34.9,26.9
2018/7/22,31,35.6,26.6
2018/7/23,32.2,39,28.5
2018/7/24,29.8,35.3,26.3
2018/7/25,28.1,32.2,25.7
2018/7/26,26.5,30.7,24.3
2018/7/27,25.4,28.5,23.5
2018/7/28,24,28,20.1
2018/7/29,27.9,32.3,25.4
2018/7/30,28,31.9,25
2018/7/31,28.4,33.8,24.4
2018/8/1,30.3,35.1,24.8
2018/8/2,31.2,37.3,26.7
2018/8/3,30.5,35.4,27.3
2018/8/4,29.8,34.1,26.1
2018/8/5,30.4,34.7,27.2
2018/8/6,28.7,34,25
2018/8/7,22.2,25,20.8
2018/8/8,23.6,25.1,21.6
2018/8/9,27.4,32.1,23.8
2018/8/10,29.8,34.5,27
2018/8/11,28.7,33.6,26
2018/8/12,27.7,31.1,25.6
2018/8/13,27.5,34.1,24.6
2018/8/14,28.8,34.1,23.9
2018/8/15,29.7,33.1,27.2
